base,city,img1_L2,img2_L2,img3_L2,mean_L2,max_L2,up25per_L2,img1_PSNR,img2_PSNR,img3_PSNR,mean_PSNR,max_PSNR,up25per_PSNR,img1_SSIM,img2_SSIM,img3_SSIM,mean_SSIM,max_SSIM,up25per_SSIM,img1_LPIPS,img2_LPIPS,img3_LPIPS,mean_LPIPS,max_LPIPS,up25per_LPIPS
26_41_r1_d1,Kigali,79.0109787,79.54325867,75.27326965,77.94250234,79.54325867,79.27711868,13.82242298,13.76410484,14.2433567,13.94329484,14.2433567,14.03288984,0.18072696,0.172998592,0.182334423,0.178686659,0.182334423,0.181530692,0.433431327,0.446270049,0.426293373,0.435331583,0.446270049,0.439850688
13_42_r0_d1,HongKong,53.16801453,51.13139343,53.91720963,52.73887253,53.91720963,53.54261208,14.93305206,16.2804985,16.20752907,15.80702655,16.2804985,16.24401379,0.125660792,0.157456428,0.153105319,0.145407513,0.157456428,0.155280873,0.455771208,0.504649103,0.568400562,0.509606957,0.568400562,0.536524832
16_44_r0_d1,SaoPaulo,158.8487396,156.5691986,164.3175659,159.9118347,164.3175659,161.5831528,7.756496906,7.8820467,7.462492943,7.700345516,7.8820467,7.819271803,0.024212167,0.035188872,0.025700957,0.028367332,0.035188872,0.030444914,0.470301241,0.4697496,0.475701749,0.47191753,0.475701749,0.473001495
21_22_r1_d1,Singapore,144.7989502,144.6195221,141.0357056,143.484726,144.7989502,144.7092361,8.560864449,8.571633339,8.789590836,8.640696208,8.789590836,8.680612087,0.026398109,0.035954483,0.051769614,0.038040735,0.051769614,0.043862049,0.495197386,0.507251024,0.522463858,0.508304089,0.522463858,0.514857441
82_6_r1_d0,Orlando,78.51649475,79.3397522,103.7841187,87.2134552,103.7841187,91.56193542,13.67013741,13.78635597,11.17668915,12.87772751,13.78635597,13.72824669,0.221927047,0.228068426,0.233726189,0.227907221,0.233726189,0.230897307,0.359012425,0.337665737,0.454339147,0.383672436,0.454339147,0.406675786
7_48_r0_d2,Munich,104.4175949,102.0360718,106.6106262,104.3547643,106.6106262,105.5141106,11.40069866,11.60109711,11.22016239,11.40731939,11.60109711,11.50089788,0.064358033,0.048522897,0.062750779,0.058543903,0.064358033,0.063554406,0.463992745,0.460203528,0.486151814,0.470116029,0.486151814,0.47507228
35_86_r0_d1,Mexico,115.6670685,116.94104,111.0037155,114.5372747,116.94104,116.3040543,10.5119772,10.41683292,10.86942196,10.59941069,10.86942196,10.69069958,0.053454697,0.059353031,0.058466192,0.057091307,0.059353031,0.058909612,0.423083872,0.436210096,0.453704327,0.437666098,0.453704327,0.444957212
50_10_r0_d1,Orlando,86.21809387,75.29984283,136.6674652,99.39513397,136.6674652,111.4427795,12.89220142,14.1374979,8.890867233,11.97352219,14.1374979,13.51484966,0.284335494,0.293435663,0.178285882,0.252019013,0.293435663,0.288885579,0.47433719,0.471602976,0.576712251,0.507550806,0.576712251,0.525524721
24_54_r1_d1,HongKong,102.2365265,92.70618439,104.5741577,99.8389562,104.5741577,103.4053421,11.58405113,12.43399811,11.38768387,11.80191104,12.43399811,12.00902462,0.083900273,0.103740677,0.100050502,0.095897151,0.103740677,0.101895589,0.528919041,0.542226315,0.611369789,0.560838381,0.611369789,0.576798052
75_34_r1_d0,Orlando,106.8574982,106.645401,98.19578552,103.8995616,106.8574982,106.7514496,11.06274319,11.08000088,11.90018559,11.34764322,11.90018559,11.49009323,0.08641845,0.080628328,0.091378674,0.086141817,0.091378674,0.088898562,0.466220856,0.457027465,0.433527619,0.452258646,0.466220856,0.46162416
60_21_r0_d1,Chicago,118.0504761,119.7762985,120.4106216,119.4124654,120.4106216,120.0934601,10.33481693,10.14036179,10.12874699,10.20130857,10.33481693,10.23758936,0.037547488,0.023344787,0.041100111,0.033997462,0.041100111,0.039323799,0.455343127,0.434120208,0.457215071,0.448892802,0.457215071,0.456279099
11_59_r1_d2,Kigali,73.40634918,75.94426727,71.30675507,73.55245717,75.94426727,74.67530823,14.46150017,14.16627216,14.71355915,14.44711049,14.71355915,14.58752966,0.174957275,0.144801408,0.191194177,0.17031762,0.191194177,0.183075726,0.384652495,0.424894631,0.392547965,0.400698364,0.424894631,0.408721298
13_48_r0_d0,Kigali,79.03061676,80.02358246,72.99443054,77.34954325,80.02358246,79.52709961,13.82026386,13.71181202,14.51037788,14.01415126,14.51037788,14.16532087,0.146044165,0.153074309,0.169656992,0.156258489,0.169656992,0.161365651,0.401055038,0.394883186,0.382967293,0.392968506,0.401055038,0.397969112
8_35_r0_d0,Orlando,107.3781891,103.6923447,129.6865387,113.5856908,129.6865387,118.5323639,10.95103359,11.21946907,9.276504517,10.48233573,11.21946907,11.08525133,0.062988304,0.058070078,0.067371443,0.062809942,0.067371443,0.065179873,0.424608529,0.429295927,0.530608594,0.46150435,0.530608594,0.479952261
21_63_r0_d2,Munich,107.4599228,107.6986847,109.5517731,108.2367935,109.5517731,108.6252289,11.01391125,11.13196373,10.70691967,10.95093155,11.13196373,11.07293749,0.139539525,0.14251864,0.144048542,0.142035569,0.144048542,0.143283591,0.436468124,0.513561726,0.488975078,0.479668309,0.513561726,0.501268402
21_39_r0_d0,Mexico,131.8485718,129.8417206,142.7305908,134.8069611,142.7305908,137.2895813,9.374664307,9.507886887,8.68583107,9.189460754,9.507886887,9.441275597,0.051784936,0.029761735,0.027922569,0.036489747,0.051784936,0.040773336,0.51833725,0.548525333,0.549389303,0.538750629,0.549389303,0.548957318
11_42_r0_d1,Mexico,118.0656052,117.2842941,119.5596695,118.3031896,119.5596695,118.8126373,10.33370495,10.39137459,10.22447872,10.31651942,10.39137459,10.36253977,0.032124948,0.042214226,0.028920054,0.034419743,0.042214226,0.037169587,0.401379943,0.436856508,0.429403871,0.422546774,0.436856508,0.43313019
76_46_r0_d1,Orlando,87.91280365,88.51367188,113.99897,96.80848185,113.99897,101.256321,12.79233646,12.80183601,10.39638424,11.99685224,12.80183601,12.79708624,0.096749149,0.088928744,0.100005955,0.095227949,0.100005955,0.098377552,0.390330315,0.427424222,0.499291629,0.439015388,0.499291629,0.463357925
47_11_r1_d0,Orlando,88.72887421,96.84164429,111.1620865,98.91086833,111.1620865,104.0018654,12.46739101,12.02080059,10.7197094,11.735967,12.46739101,12.2440958,0.084077284,0.097352207,0.084889472,0.088772987,0.097352207,0.091120839,0.442730963,0.491000891,0.510021746,0.4812512,0.510021746,0.500511318
24_20_r0_d1,Chicago,128.2636414,131.7460938,136.4426575,132.1507975,136.4426575,134.0943756,9.61410141,9.313025475,9.077169418,9.334765434,9.61410141,9.463563442,0.036007844,0.030024923,0.034355275,0.033462681,0.036007844,0.03518156,0.460663229,0.447209239,0.469745487,0.459205985,0.469745487,0.465204358
63_31_r0_d1,Orlando,119.4973907,116.0553741,114.2523117,116.6016922,119.4973907,117.7763824,10.16061115,10.41447449,10.51607895,10.36372153,10.51607895,10.46527672,0.147350505,0.140011296,0.156784907,0.148048903,0.156784907,0.152067706,0.376907885,0.345704556,0.363082975,0.361898472,0.376907885,0.36999543
10_62_r0_d1,Singapore,135.1575317,138.5773163,146.2971649,140.010671,146.2971649,142.4372406,9.159367561,8.942329407,8.471453667,8.857716878,9.159367561,9.050848484,0.076633818,0.056309383,0.058279201,0.063740801,0.076633818,0.06745651,0.445598543,0.438941121,0.473708689,0.452749451,0.473708689,0.459653616
64_9_r0_d1,Chicago,99.06229401,100.8492508,123.8238144,107.9117864,123.8238144,112.3365326,11.6511879,11.70271873,9.57260704,10.97550456,11.70271873,11.67695332,0.15779525,0.191076934,0.183608174,0.177493453,0.191076934,0.187342554,0.502812266,0.487901807,0.565131366,0.518615146,0.565131366,0.533971816
31_41_r0_d0,Stockholm,121.8509598,128.4200439,126.340477,125.5371602,128.4200439,127.3802605,9.991199493,9.603515625,9.745322227,9.780012449,9.991199493,9.86826086,0.070129842,0.067757376,0.052822951,0.063570056,0.070129842,0.068943609,0.41228655,0.384581357,0.411387205,0.402751704,0.41228655,0.411836877
42_11_r0_d0,Stockholm,92.90903473,96.85159302,89.27278137,93.01113637,96.85159302,94.88031387,12.31222057,12.05403709,12.69339848,12.35321871,12.69339848,12.50280952,0.114255868,0.104403168,0.121114448,0.113257828,0.121114448,0.117685158,0.497456133,0.505261898,0.477549613,0.493422548,0.505261898,0.501359016
73_69_r0_d1,Chicago,136.4854736,150.0102081,156.8455811,147.7804209,156.8455811,153.4278946,9.040313721,8.18536377,7.866726398,8.36413463,9.040313721,8.612838745,0.035843629,0.02461037,0.024106409,0.028186803,0.035843629,0.030227,0.480441034,0.501725376,0.483338326,0.488501579,0.501725376,0.492531851
50_17_r0_d2,Munich,78.08110809,73.81308746,96.35595703,82.75005086,96.35595703,87.21853256,13.78792286,14.20668888,11.6799221,13.22484461,14.20668888,13.99730587,0.30532971,0.304511279,0.230553135,0.280131375,0.30532971,0.304920495,0.520048738,0.502865493,0.539753318,0.520889183,0.539753318,0.529901028
53_25_r1_d0,Kinshasa,94.60682678,92.08249664,90.62310028,92.43747457,94.60682678,93.34466171,12.25772285,12.49263096,12.63139439,12.46058273,12.63139439,12.56201267,0.075200856,0.093839385,0.078119248,0.082386496,0.093839385,0.085979316,0.500695825,0.517593324,0.50493741,0.507742186,0.517593324,0.511265367
28_43_r1_d1,HongKong,137.1509705,145.8812714,133.7792664,138.9371694,145.8812714,141.5161209,9.032195091,8.496181488,9.248396873,8.925591151,9.248396873,9.140295982,0.044953279,0.02343289,0.035119724,0.034501964,0.044953279,0.040036501,0.442077428,0.484559774,0.475661963,0.467433055,0.484559774,0.480110869
26_38_r1_d0,Kinshasa,78.15504456,62.8240509,76.23098755,72.403361,78.15504456,77.19301605,13.91703224,15.7795248,14.13354111,14.61003272,15.7795248,14.95653296,0.071278632,0.10173931,0.082243003,0.085086981,0.10173931,0.091991156,0.375757515,0.439679533,0.363071024,0.392836024,0.439679533,0.407718524
34_98_r1_d1,Singapore,126.734581,143.3321686,127.5481415,132.538297,143.3321686,135.440155,9.718269348,8.649299622,9.662690163,9.343419711,9.718269348,9.690479755,0.107170053,0.093526579,0.17014198,0.123612871,0.17014198,0.138656016,0.610207736,0.609669924,0.573257029,0.597711563,0.610207736,0.60993883
65_70_r0_d0,SaoPaulo,138.5172424,140.885849,149.9351654,143.1127523,149.9351654,145.4105072,8.946094513,8.798825264,8.258102417,8.667674065,8.946094513,8.872459888,0.0369878,0.032925669,0.02951639,0.033143286,0.0369878,0.034956735,0.543386996,0.558034837,0.550837815,0.550753216,0.558034837,0.554436326
55_24_r0_d0,Orlando,96.25154877,90.72406006,94.85107422,93.94222768,96.25154877,95.55131149,11.65352154,12.34485817,12.13253403,12.04363791,12.34485817,12.2386961,0.211742923,0.237643942,0.2180399,0.222475588,0.237643942,0.227841921,0.338751972,0.318760157,0.35682863,0.338113586,0.35682863,0.347790301
30_34_r0_d2,Munich,124.5608368,124.3178482,131.4671936,126.7819595,131.4671936,128.0140152,9.868541718,9.885502815,9.399824142,9.717956225,9.885502815,9.877022266,0.046541303,0.034064345,0.039255854,0.039953834,0.046541303,0.042898579,0.402708769,0.404388249,0.410146058,0.405747692,0.410146058,0.407267153
52_5_r0_d0,Mexico,123.9973679,122.6811829,121.39431,122.6909536,123.9973679,123.3392754,9.907923698,10.00061226,10.09220505,10.000247,10.09220505,10.04640865,0.034838632,0.042269152,0.03397581,0.037027864,0.042269152,0.038553892,0.439165473,0.401328474,0.417863369,0.419452439,0.439165473,0.428514421
6_22_r0_d1,Kigali,75.55557251,78.89863586,71.81383514,75.42268117,78.89863586,77.22710419,14.21084213,13.83478355,14.65200996,14.23254522,14.65200996,14.43142605,0.154008225,0.145911351,0.162466303,0.154128626,0.162466303,0.158237264,0.46687457,0.494204432,0.477223575,0.479434192,0.494204432,0.485714003
57_23_r0_d1,SaoPaulo,143.4248352,148.8692017,151.6069641,147.9670003,151.6069641,150.2380829,8.643685341,8.320075035,8.161789894,8.375183423,8.643685341,8.481880188,0.036811344,0.033775918,0.036278617,0.03562196,0.036811344,0.03654498,0.470849633,0.487672895,0.459055424,0.472525984,0.487672895,0.479261264
16_23_r0_d1,Singapore,133.1795654,131.729126,134.8891602,133.2659505,134.8891602,134.0343628,9.287420273,9.382535934,9.176630974,9.282195727,9.382535934,9.334978104,0.054493442,0.062562957,0.073773913,0.063610104,0.073773913,0.068168435,0.469645828,0.501788616,0.472055376,0.481163273,0.501788616,0.486921996
49_74_r0_d1,Chicago,160.9831696,163.4913635,177.6369019,167.3704783,177.6369019,170.5641327,7.640562057,7.506275654,6.785508633,7.310782115,7.640562057,7.573418856,0.058067687,0.067716219,0.072743624,0.066175843,0.072743624,0.070229921,0.570458233,0.581342876,0.599119306,0.583640138,0.599119306,0.590231091
103_23_r1_d0,Orlando,51.19456482,57.26818085,110.6167145,73.02648671,110.6167145,83.94244766,17.45436668,16.44590187,10.11607265,14.67211374,17.45436668,16.95013428,0.683930457,0.752933741,0.322693557,0.586519251,0.752933741,0.718432099,0.325030625,0.246644318,0.714849234,0.428841392,0.714849234,0.519939929
18_63_r0_d0,Kinshasa,63.80332947,59.11862946,58.76372147,60.56189346,63.80332947,61.46097946,15.67930508,15.81510735,15.30683422,15.60041555,15.81510735,15.74720621,0.133415967,0.144629672,0.143116325,0.140387322,0.144629672,0.143872999,0.447778732,0.447994649,0.46978417,0.45518585,0.46978417,0.45888941
8_53_r0_d0,SaoPaulo,134.930603,138.0937805,137.4355927,136.8199921,138.0937805,137.7646866,9.173963547,8.972690582,9.014187813,9.053613981,9.173963547,9.09407568,0.04425361,0.033512782,0.03944765,0.039071348,0.04425361,0.04185063,0.417727917,0.454203695,0.414562702,0.428831438,0.454203695,0.435965806
25_39_r0_d1,Kinshasa,84.15639496,66.01908875,82.57956696,77.58501689,84.15639496,83.36798096,13.27442932,15.34865379,13.4387207,14.02060127,15.34865379,14.39368725,0.080592178,0.138997868,0.065548278,0.095046108,0.138997868,0.109795023,0.422050178,0.443366408,0.42110008,0.428838889,0.443366408,0.432708293
24_20_r0_d0,Kigali,84.15783691,83.75765228,87.57607269,85.16385396,87.57607269,85.8669548,13.27428055,13.31568241,12.92846298,13.17280865,13.31568241,13.29498148,0.150321409,0.130025119,0.137991667,0.139446065,0.150321409,0.144156538,0.421609759,0.414730817,0.417481691,0.417940756,0.421609759,0.419545725
31_71_r0_d2,Stockholm,90.72158813,96.24201202,91.79559326,92.91973114,96.24201202,94.01880264,12.58783054,12.07474995,12.45134258,12.37130769,12.58783054,12.51958656,0.105020046,0.107109666,0.112891972,0.108340561,0.112891972,0.110000819,0.390773743,0.437759638,0.444427729,0.42432037,0.444427729,0.441093683
91_52_r0_d0,Orlando,83.85284424,86.01531219,118.8791428,96.24909973,118.8791428,102.4472275,13.30581665,12.98186398,10.03228855,12.10665639,13.30581665,13.14384031,0.150963128,0.147762194,0.147919625,0.148881649,0.150963128,0.149441376,0.35346204,0.363795638,0.488091648,0.401783109,0.488091648,0.425943643
50_12_r1_d0,Stockholm,120.2686691,116.6496048,112.8964005,116.6048915,120.2686691,118.459137,10.13899326,10.43850708,10.68844128,10.42198054,10.68844128,10.56347418,0.048982754,0.033572186,0.064167418,0.048907453,0.064167418,0.056575086,0.430120617,0.413554192,0.417353988,0.420342932,0.430120617,0.423737302
61_13_r1_d0,Orlando,73.3651886,78.0512085,106.8143692,86.0769221,106.8143692,92.43278885,14.32904243,13.65171432,10.99676228,12.99250635,14.32904243,13.99037838,0.215618655,0.205190241,0.213941216,0.211583371,0.215618655,0.214779936,0.382506967,0.378494263,0.467447013,0.409482747,0.467447013,0.42497699
52_14_r0_d2,Stockholm,84.6733017,79.53346252,88.01166534,84.07280986,88.01166534,86.34248352,13.1528492,13.69678211,12.85123825,13.23362319,13.69678211,13.42481565,0.124626666,0.141195953,0.121543288,0.129121969,0.141195953,0.13291131,0.469264418,0.481546462,0.430508614,0.460439831,0.481546462,0.47540544
45_29_r0_d1,Munich,106.1420288,99.44171143,102.2397614,102.6078339,106.1420288,104.1908951,11.25842381,11.82480049,11.54964638,11.54429022,11.82480049,11.68722343,0.053950172,0.06330023,0.053217117,0.056822506,0.06330023,0.058625201,0.40267849,0.356803626,0.405211776,0.388231297,0.405211776,0.403945133
34_90_r0_d0,Kinshasa,56.8127594,54.42537689,55.04209518,55.42674383,56.8127594,55.92742729,16.51525307,17.02601433,16.92814445,16.82313728,17.02601433,16.97707939,0.270720869,0.319372594,0.299324185,0.296472549,0.319372594,0.30934839,0.442070246,0.36644119,0.406174421,0.404895286,0.442070246,0.424122334
5_33_r0_d1,Orlando,119.0561523,104.5083771,116.4216919,113.3287404,119.0561523,117.7389221,10.08913231,11.11628628,10.38710117,10.53083992,11.11628628,10.75169373,0.168146089,0.187596142,0.177544817,0.177762349,0.187596142,0.18257048,0.46971342,0.456070751,0.478401423,0.468061864,0.478401423,0.474057421
37_48_r0_d1,Stockholm,126.5160065,125.3480606,126.7684631,126.2108434,126.7684631,126.6422348,9.733262062,9.813819885,9.715948105,9.754343351,9.813819885,9.773540974,0.117122859,0.111742318,0.10567341,0.111512862,0.117122859,0.114432588,0.476514161,0.490524948,0.5140692,0.493702769,0.5140692,0.502297074
62_45_r0_d0,Orlando,84.1255188,82.91570282,124.9452362,97.32881927,124.9452362,104.5353775,12.93013477,13.23143291,9.56491375,11.90882715,13.23143291,13.08078384,0.279660583,0.271054804,0.304563403,0.28509293,0.304563403,0.292111993,0.376079351,0.361029238,0.441203117,0.392770569,0.441203117,0.408641234
62_61_r0_d1,Chicago,122.4898605,123.0171127,133.3066254,126.2711995,133.3066254,128.161869,10.01416969,9.976861954,9.279137611,9.756723086,10.01416969,9.995515823,0.096527994,0.055133339,0.069970019,0.073877117,0.096527994,0.083249006,0.371841967,0.369707078,0.445465714,0.395671586,0.445465714,0.40865384
32_45_r0_d1,Stockholm,130.1152496,120.0129929,122.0358963,124.0547129,130.1152496,126.075573,9.489608765,10.19160652,10.0464201,9.909211795,10.19160652,10.11901331,0.06090264,0.056483917,0.054040648,0.057142402,0.06090264,0.058693279,0.409730554,0.367851228,0.421909004,0.399830262,0.421909004,0.415819779
29_58_r2_d0,HongKong,119.765564,123.1620178,120.6223602,121.183314,123.1620178,121.892189,10.20953274,9.966636658,10.14761639,10.10792859,10.20953274,10.17857456,0.072142385,0.07311172,0.067314297,0.070856134,0.07311172,0.072627053,0.58212328,0.57723701,0.569743872,0.576368054,0.58212328,0.579680145
55_31_r0_d1,Kinshasa,90.93086243,83.1355896,91.94477081,88.67040761,91.94477081,91.43781662,12.60194588,13.38043213,12.50563145,12.82933648,13.38043213,12.991189,0.077595621,0.085170731,0.07680326,0.079856537,0.085170731,0.081383176,0.46642673,0.477962345,0.479313344,0.474567473,0.479313344,0.478637844
21_75_r0_d0,Singapore,147.7834015,145.5954895,147.9911041,147.1233317,147.9911041,147.8872528,8.383659363,8.513214111,8.371459961,8.422777812,8.513214111,8.448436737,0.021977555,0.04207886,0.048440881,0.037499099,0.048440881,0.045259871,0.476662695,0.494383335,0.500840247,0.490628759,0.500840247,0.497611791
17_26_r0_d0,Kinshasa,68.24996185,65.03778839,62.71213913,65.33329646,68.24996185,66.64387512,15.09412384,15.51285744,15.82914066,15.47870731,15.82914066,15.67099905,0.124189571,0.174034879,0.124721564,0.140982005,0.174034879,0.149378221,0.48992008,0.437223464,0.506307781,0.477817108,0.506307781,0.49811393
28_59_r1_d2,Stockholm,76.97980499,75.98193359,83.05438995,78.67204285,83.05438995,80.01709747,13.94584274,14.09357262,13.00591373,13.68177636,14.09357262,14.01970768,0.189600244,0.190476522,0.155429214,0.178501993,0.190476522,0.190038383,0.36209023,0.362986505,0.416102558,0.380393098,0.416102558,0.389544532
10_64_r1_d1,Singapore,137.8940277,157.1127625,144.8420563,146.6162821,157.1127625,150.9774094,8.985263824,7.851943016,8.558279037,8.465161959,8.985263824,8.771771431,0.06868998,0.042553246,0.047356959,0.052866728,0.06868998,0.05802347,0.428082943,0.446922332,0.420305967,0.431770414,0.446922332,0.437502638
19_61_r0_d2,Munich,99.18524933,105.7928391,103.0417709,102.6732864,105.7928391,104.417305,11.81310177,11.28704643,11.51590538,11.53868453,11.81310177,11.66450357,0.108739816,0.05527325,0.07017301,0.078062025,0.108739816,0.089456413,0.474356651,0.48518759,0.488762617,0.482768953,0.488762617,0.486975104
101_53_r0_d1,Orlando,90.46362305,89.11186981,110.1032791,96.55959066,110.1032791,100.2834511,12.54389954,12.70906734,10.76816463,12.00704384,12.70906734,12.62648344,0.093048796,0.089823149,0.079151705,0.087341217,0.093048796,0.091435973,0.39082548,0.406156182,0.462044716,0.419675459,0.462044716,0.434100449
40_72_r0_d0,SaoPaulo,139.8722839,141.3580627,145.2521057,142.1608175,145.2521057,143.3050842,8.861538887,8.769761086,8.533722878,8.721674283,8.861538887,8.815649986,0.022624454,0.022334414,0.023076277,0.022678381,0.023076277,0.022850365,0.442803532,0.446434319,0.469483256,0.452907036,0.469483256,0.457958788
66_17_r0_d1,Chicago,110.4680099,103.5198669,117.8498306,110.6125692,117.8498306,114.1589203,10.73943901,11.33836937,10.24679947,10.77486928,11.33836937,11.03890419,0.139670432,0.157899484,0.094776124,0.130782013,0.157899484,0.148784958,0.47720933,0.435662389,0.454231977,0.455701232,0.47720933,0.465720654
34_23_r0_d1,Kigali,78.62567902,87.85786438,82.68830109,83.05728149,87.85786438,85.27308273,13.86488438,12.90055847,13.42728996,13.3975776,13.86488438,13.64608717,0.14816308,0.11415951,0.131409243,0.131243944,0.14816308,0.139786161,0.373220861,0.40256387,0.377257437,0.384347389,0.40256387,0.389910653
17_57_r1_d0,Singapore,139.6266937,142.3643341,146.3731689,142.7880656,146.3731689,144.3687515,8.876803398,8.708148956,8.466942787,8.683965047,8.876803398,8.792476177,0.030755445,0.037762057,0.043233484,0.037250329,0.043233484,0.040497771,0.48968935,0.527201951,0.501220345,0.506037215,0.527201951,0.514211148
44_13_r0_d1,Munich,108.9654312,105.6388931,107.0098724,107.2047323,108.9654312,107.9876518,11.03039742,11.29969597,11.1876955,11.1725963,11.29969597,11.24369574,0.060988646,0.063216537,0.073285475,0.06583022,0.073285475,0.068251006,0.489498496,0.475864857,0.484778762,0.483380705,0.489498496,0.487138629
27_43_r0_d2,Munich,125.7503128,121.6005859,134.1600189,127.1703059,134.1600189,129.9551659,9.785990715,10.07745838,9.223711014,9.695720037,10.07745838,9.931724548,0.031416778,0.051629372,0.0509005,0.044648883,0.051629372,0.051264936,0.437246859,0.404022872,0.458349377,0.433206369,0.458349377,0.447798118
41_38_r0_d1,Kinshasa,136.781311,136.368454,137.4736786,136.8744812,137.4736786,137.1274948,9.055638313,9.081893921,9.011780739,9.049770991,9.081893921,9.068766117,0.114825383,0.114592299,0.10836304,0.112593574,0.114825383,0.114708841,0.683064342,0.655280471,0.666899204,0.668414672,0.683064342,0.674981773
15_41_r0_d0,Munich,85.34300995,86.80440521,63.58405304,78.57715607,86.80440521,86.07370758,12.51697636,12.58665848,15.50239086,13.5353419,15.50239086,14.04452467,0.353524297,0.356823862,0.406998962,0.37244904,0.406998962,0.381911412,0.487586766,0.50402838,0.492596179,0.494737109,0.50402838,0.49831228
39_10_r0_d0,Kigali,86.66742706,87.58462524,87.34833527,87.20012919,87.58462524,87.46648026,13.01905537,12.92761421,12.95107937,12.96591632,13.01905537,12.98506737,0.110177644,0.099066436,0.110983819,0.106742633,0.110983819,0.110580731,0.480971038,0.476749659,0.483525753,0.480415483,0.483525753,0.482248396
36_11_r1_d0,Kigali,85.79751587,88.38132477,85.64563751,86.60815938,88.38132477,87.08942032,13.10667801,12.84896278,13.12206745,13.02590275,13.12206745,13.11437273,0.109436855,0.097243823,0.113338172,0.10667295,0.113338172,0.111387514,0.434377968,0.452041954,0.447535843,0.444651922,0.452041954,0.449788898
38_36_r1_d0,Kinshasa,72.93058014,76.66916656,77.82317352,75.80764008,77.82317352,77.24617004,14.51797867,14.0837574,13.95399189,14.18524265,14.51797867,14.30086803,0.076175667,0.061786458,0.057156973,0.065039699,0.076175667,0.068981063,0.396462262,0.398121178,0.3860116,0.39353168,0.398121178,0.39729172
74_66_r0_d0,Orlando,82.51896667,95.42603302,110.9119568,96.28565216,110.9119568,103.1689949,13.16823196,11.97601891,10.73927593,11.9611756,13.16823196,12.57212543,0.158927098,0.120412007,0.17718038,0.152173162,0.17718038,0.168053739,0.427024126,0.430597007,0.465206146,0.440942427,0.465206146,0.447901577
43_14_r0_d0,Orlando,55.48851776,64.77518463,104.7750092,75.01290385,104.7750092,84.77509689,9.822875023,13.52422237,9.173519135,10.84020551,13.52422237,11.6735487,0.296716094,0.360573113,0.237986252,0.298425153,0.360573113,0.328644603,0.416480958,0.498862118,0.59476912,0.503370732,0.59476912,0.546815619
17_43_r1_d2,Stockholm,101.2331085,107.8638306,104.932373,104.6764374,107.8638306,106.3981018,11.63559246,11.1186552,11.35798168,11.37074312,11.63559246,11.49678707,0.096905947,0.081588425,0.079101317,0.085865229,0.096905947,0.089247186,0.392078847,0.450172186,0.462592334,0.434947789,0.462592334,0.45638226
31_51_r0_d1,Chicago,146.1320496,144.5560303,152.9147186,147.8675995,152.9147186,149.5233841,8.447134018,8.507055283,8.08718586,8.347125053,8.507055283,8.47709465,0.044792917,0.03405619,0.075389862,0.05141299,0.075389862,0.060091389,0.545422971,0.521865129,0.550960422,0.539416174,0.550960422,0.548191696
63_65_r1_d0,Orlando,93.69824219,87.78692627,101.1231461,94.2027715,101.1231461,97.41069412,12.09977436,12.77024651,11.54183197,12.13728428,12.77024651,12.43501043,0.22280404,0.21677801,0.198205948,0.212595999,0.22280404,0.219791025,0.398394823,0.395933092,0.431655705,0.408661207,0.431655705,0.415025264
22_42_r1_d0,Kigali,98.23010254,108.1271667,98.1395874,101.4989522,108.1271667,103.1786346,11.93128014,11.09747601,11.93928814,11.65601476,11.93928814,11.93528414,0.103722796,0.103461012,0.108029917,0.105071242,0.108029917,0.105876356,0.447353005,0.511119545,0.479115278,0.479195942,0.511119545,0.495117411
14_27_r0_d1,Kinshasa,62.21592712,61.49258041,65.02754974,62.91201909,65.02754974,63.62173843,15.69132328,15.75794792,15.5142231,15.6544981,15.75794792,15.7246356,0.281611949,0.307441622,0.300215364,0.296422978,0.307441622,0.303828493,0.508083224,0.447744101,0.492602229,0.482809852,0.508083224,0.500342727
64_17_r0_d0,Orlando,81.63717651,79.87986755,114.4121475,91.9763972,114.4121475,98.02466202,13.47001934,13.5206089,10.53833675,12.509655,13.5206089,13.49531412,0.198454276,0.201680899,0.156932101,0.185689092,0.201680899,0.200067587,0.4634552,0.521342158,0.56339097,0.516062776,0.56339097,0.542366564
8_25_r0_d0,Mexico,112.4791489,115.5037079,116.6580505,114.8803024,116.6580505,116.0808792,10.75473213,10.52425385,10.43787861,10.5722882,10.75473213,10.63949299,0.056319866,0.040438861,0.056402169,0.051053632,0.056402169,0.056361018,0.436645657,0.44686228,0.455491573,0.44633317,0.455491573,0.451176926
27_66_r0_d1,SaoPaulo,140.5700531,143.1946259,143.6078949,142.4575246,143.6078949,143.4012604,8.81831646,8.65763855,8.632605553,8.702853521,8.81831646,8.737977505,0.023146624,0.023624526,0.024202455,0.023657868,0.024202455,0.023913491,0.48465839,0.516565561,0.505306005,0.502176652,0.516565561,0.510935783
81_27_r0_d1,Mexico,107.4301453,109.7478714,107.1195221,108.0991796,109.7478714,108.5890083,11.15364933,10.96824932,11.17879868,11.10023244,11.17879868,11.166224,0.051632278,0.051498227,0.043300584,0.048810363,0.051632278,0.051565252,0.468530655,0.503699601,0.490479827,0.487570028,0.503699601,0.497089714
